site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
530,Ndamera Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.480104+00:00,19
530,Ndamera Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.480104+00:00,15
530,Ndamera Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.480104+00:00,17
530,Ndamera Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.480104+00:00,56
530,Ndamera Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.480104+00:00,252
530,Ndamera Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.480104+00:00,23
530,Ndamera Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.480104+00:00,246
530,Ndamera Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.480104+00:00,17
530,Ndamera Health Centre,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.480104+00:00,2
530,Ndamera Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.480104+00:00,9
530,Ndamera Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.480104+00:00,55
530,Ndamera Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.480104+00:00,86
530,Ndamera Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.480104+00:00,90
530,Ndamera Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.480104+00:00,163
530,Ndamera Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.480104+00:00,1357
530,Ndamera Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.480104+00:00,23
530,Ndamera Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.480104+00:00,734
530,Ndamera Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.480104+00:00,121
530,Ndamera Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.480104+00:00,33
530,Ndamera Health Centre,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.480104+00:00,6
530,Ndamera Health Centre,TX_CURR,Female,90 plus years,2025-08-26 01:24:06.480104+00:00,1
530,Ndamera Health Centre,TX_CURR,Unknown,All,2025-08-26 01:24:06.480104+00:00,1
530,Ndamera Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.480104+00:00,108
530,Ndamera Health Centre,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.480104+00:00,2
530,Ndamera Health Centre,TX_CURR,Female,85-89 years,2025-08-26 01:24:06.480104+00:00,1
530,Ndamera Health Centre,TX_CURR,Male,90 plus years,2025-08-26 01:24:06.480104+00:00,1
530,Ndamera Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.480104+00:00,245
530,Ndamera Health Centre,TX_CURR,Male,<1 years,2025-08-26 01:24:06.480104+00:00,1
530,Ndamera Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.480104+00:00,79
530,Ndamera Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.480104+00:00,87
530,Ndamera Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.480104+00:00,32
530,Ndamera Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.480104+00:00,21
530,Ndamera Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.480104+00:00,224
530,Ndamera Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.480104+00:00,23
530,Ndamera Health Centre,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.480104+00:00,2
530,Ndamera Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.480104+00:00,32
530,Ndamera Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.480104+00:00,17
530,Ndamera Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.480104+00:00,22
530,Ndamera Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.480104+00:00,18
530,Ndamera Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.480104+00:00,40
530,Ndamera Health Centre,TX_CURR,Unknown,40-44 years,2025-08-26 01:24:06.480104+00:00,1
530,Ndamera Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.480104+00:00,182
530,Ndamera Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.480104+00:00,143
530,Ndamera Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.480104+00:00,66
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
533,Ndirande Urban Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.484415+00:00,747
533,Ndirande Urban Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.484415+00:00,42
533,Ndirande Urban Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.484415+00:00,533
533,Ndirande Urban Health Centre,TX_CURR,Unknown,60-64 years,2025-08-26 01:24:06.484415+00:00,1
533,Ndirande Urban Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.484415+00:00,4022
533,Ndirande Urban Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.484415+00:00,845
533,Ndirande Urban Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.484415+00:00,107
533,Ndirande Urban Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.484415+00:00,340
533,Ndirande Urban Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.484415+00:00,37
533,Ndirande Urban Health Centre,TX_CURR,Female,90 plus years,2025-08-26 01:24:06.484415+00:00,2
533,Ndirande Urban Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.484415+00:00,36
533,Ndirande Urban Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.484415+00:00,195
533,Ndirande Urban Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.484415+00:00,10
533,Ndirande Urban Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.484415+00:00,453
533,Ndirande Urban Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.484415+00:00,585
533,Ndirande Urban Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.484415+00:00,473
533,Ndirande Urban Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.484415+00:00,23
533,Ndirande Urban Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.484415+00:00,2675
533,Ndirande Urban Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.484415+00:00,122
533,Ndirande Urban Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.484415+00:00,29
533,Ndirande Urban Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.484415+00:00,57
533,Ndirande Urban Health Centre,TX_CURR,Unknown,20-24 years,2025-08-26 01:24:06.484415+00:00,1
533,Ndirande Urban Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.484415+00:00,329
533,Ndirande Urban Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.484415+00:00,117
533,Ndirande Urban Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.484415+00:00,51
533,Ndirande Urban Health Centre,TX_CURR,Male,<1 years,2025-08-26 01:24:06.484415+00:00,2
533,Ndirande Urban Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.484415+00:00,602
533,Ndirande Urban Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.484415+00:00,229
533,Ndirande Urban Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.484415+00:00,337
533,Ndirande Urban Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.484415+00:00,257
533,Ndirande Urban Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.484415+00:00,75
533,Ndirande Urban Health Centre,TX_CURR,Female,<1 years,2025-08-26 01:24:06.484415+00:00,2
533,Ndirande Urban Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.484415+00:00,99
533,Ndirande Urban Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.484415+00:00,141
533,Ndirande Urban Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.484415+00:00,11
533,Ndirande Urban Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.484415+00:00,13
533,Ndirande Urban Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.484415+00:00,94
533,Ndirande Urban Health Centre,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.484415+00:00,4
533,Ndirande Urban Health Centre,TX_CURR,Unknown,All,2025-08-26 01:24:06.484415+00:00,3
533,Ndirande Urban Health Centre,TX_CURR,Unknown,30-34 years,2025-08-26 01:24:06.484415+00:00,1
533,Ndirande Urban Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.484415+00:00,83
533,Ndirande Urban Health Centre,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.484415+00:00,5
533,Ndirande Urban Health Centre,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.484415+00:00,14
533,Ndirande Urban Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.484415+00:00,201
533,Ndirande Urban Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.484415+00:00,59
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
574,Nsanje District Hospital,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.490274+00:00,43
574,Nsanje District Hospital,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.490274+00:00,346
574,Nsanje District Hospital,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.490274+00:00,205
574,Nsanje District Hospital,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.490274+00:00,43
574,Nsanje District Hospital,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.490274+00:00,110
574,Nsanje District Hospital,TX_CURR,Female,85-89 years,2025-08-26 01:24:06.490274+00:00,2
574,Nsanje District Hospital,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.490274+00:00,165
574,Nsanje District Hospital,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.490274+00:00,311
574,Nsanje District Hospital,TX_CURR,Female,<1 years,2025-08-26 01:24:06.490274+00:00,2
574,Nsanje District Hospital,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.490274+00:00,65
574,Nsanje District Hospital,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.490274+00:00,56
574,Nsanje District Hospital,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.490274+00:00,320
574,Nsanje District Hospital,TX_CURR,FP,All,2025-08-26 01:24:06.490274+00:00,91
574,Nsanje District Hospital,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.490274+00:00,65
574,Nsanje District Hospital,TX_CURR,Male,90 plus years,2025-08-26 01:24:06.490274+00:00,1
574,Nsanje District Hospital,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.490274+00:00,280
574,Nsanje District Hospital,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.490274+00:00,677
574,Nsanje District Hospital,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.490274+00:00,183
574,Nsanje District Hospital,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.490274+00:00,17
574,Nsanje District Hospital,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.490274+00:00,69
574,Nsanje District Hospital,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.490274+00:00,2
574,Nsanje District Hospital,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.490274+00:00,79
574,Nsanje District Hospital,TX_CURR,FBF,All,2025-08-26 01:24:06.490274+00:00,342
574,Nsanje District Hospital,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.490274+00:00,4
574,Nsanje District Hospital,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.490274+00:00,5
574,Nsanje District Hospital,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.490274+00:00,124
574,Nsanje District Hospital,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.490274+00:00,188
574,Nsanje District Hospital,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.490274+00:00,124
574,Nsanje District Hospital,TX_CURR,FNP,All,2025-08-26 01:24:06.490274+00:00,3219
574,Nsanje District Hospital,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.490274+00:00,497
574,Nsanje District Hospital,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.490274+00:00,500
574,Nsanje District Hospital,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.490274+00:00,52
574,Nsanje District Hospital,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.490274+00:00,13
574,Nsanje District Hospital,TX_CURR,Female,90 plus years,2025-08-26 01:24:06.490274+00:00,3
574,Nsanje District Hospital,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.490274+00:00,273
574,Nsanje District Hospital,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.490274+00:00,36
574,Nsanje District Hospital,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.490274+00:00,13
574,Nsanje District Hospital,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.490274+00:00,36
574,Nsanje District Hospital,TX_CURR,Male,All,2025-08-26 01:24:06.490274+00:00,1921
574,Nsanje District Hospital,TX_CURR,Male,<1 years,2025-08-26 01:24:06.490274+00:00,1
574,Nsanje District Hospital,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.490274+00:00,119
574,Nsanje District Hospital,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.490274+00:00,461
574,Nsanje District Hospital,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.490274+00:00,19
574,Nsanje District Hospital,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.490274+00:00,64
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
689,Zomba Central Hospital,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.518522+00:00,50
689,Zomba Central Hospital,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.518522+00:00,13
689,Zomba Central Hospital,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.518522+00:00,155
689,Zomba Central Hospital,TX_CURR,Female,<1 years,2025-08-26 01:24:06.518522+00:00,1
689,Zomba Central Hospital,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.518522+00:00,186
689,Zomba Central Hospital,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.518522+00:00,281
689,Zomba Central Hospital,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.518522+00:00,386
689,Zomba Central Hospital,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.518522+00:00,568
689,Zomba Central Hospital,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.518522+00:00,911
689,Zomba Central Hospital,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.518522+00:00,933
689,Zomba Central Hospital,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.518522+00:00,615
689,Zomba Central Hospital,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.518522+00:00,409
689,Zomba Central Hospital,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.518522+00:00,30
689,Zomba Central Hospital,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.518522+00:00,288
689,Zomba Central Hospital,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.518522+00:00,148
689,Zomba Central Hospital,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.518522+00:00,69
689,Zomba Central Hospital,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.518522+00:00,31
689,Zomba Central Hospital,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.518522+00:00,6
689,Zomba Central Hospital,TX_CURR,FNP,All,2025-08-26 01:24:06.518522+00:00,5080
689,Zomba Central Hospital,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.518522+00:00,71
689,Zomba Central Hospital,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.518522+00:00,9
689,Zomba Central Hospital,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.518522+00:00,130
689,Zomba Central Hospital,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.518522+00:00,134
689,Zomba Central Hospital,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.518522+00:00,107
689,Zomba Central Hospital,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.518522+00:00,115
689,Zomba Central Hospital,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.518522+00:00,195
689,Zomba Central Hospital,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.518522+00:00,385
689,Zomba Central Hospital,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.518522+00:00,498
689,Zomba Central Hospital,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.518522+00:00,467
689,Zomba Central Hospital,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.518522+00:00,325
689,Zomba Central Hospital,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.518522+00:00,35
689,Zomba Central Hospital,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.518522+00:00,268
689,Zomba Central Hospital,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.518522+00:00,135
689,Zomba Central Hospital,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.518522+00:00,63
689,Zomba Central Hospital,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.518522+00:00,31
689,Zomba Central Hospital,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.518522+00:00,10
689,Zomba Central Hospital,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.518522+00:00,4
689,Zomba Central Hospital,TX_CURR,Male,90 plus years,2025-08-26 01:24:06.518522+00:00,3
689,Zomba Central Hospital,TX_CURR,Male,All,2025-08-26 01:24:06.518522+00:00,2985
689,Zomba Central Hospital,TX_CURR,Unknown,25-29 years,2025-08-26 01:24:06.518522+00:00,1
689,Zomba Central Hospital,TX_CURR,Unknown,45-49 years,2025-08-26 01:24:06.518522+00:00,1
689,Zomba Central Hospital,TX_CURR,Unknown,All,2025-08-26 01:24:06.518522+00:00,2
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
843,Kachere Private Clinic,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.523984+00:00,3
843,Kachere Private Clinic,TX_CURR,FBF,All,2025-08-26 01:24:06.523984+00:00,3
843,Kachere Private Clinic,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.523984+00:00,2
843,Kachere Private Clinic,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.523984+00:00,38
843,Kachere Private Clinic,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.523984+00:00,15
843,Kachere Private Clinic,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.523984+00:00,32
843,Kachere Private Clinic,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.523984+00:00,51
843,Kachere Private Clinic,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.523984+00:00,2
843,Kachere Private Clinic,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.523984+00:00,4
843,Kachere Private Clinic,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.523984+00:00,3
843,Kachere Private Clinic,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.523984+00:00,2
843,Kachere Private Clinic,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.523984+00:00,3
843,Kachere Private Clinic,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.523984+00:00,7
843,Kachere Private Clinic,TX_CURR,FP,All,2025-08-26 01:24:06.523984+00:00,2
843,Kachere Private Clinic,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.523984+00:00,12
843,Kachere Private Clinic,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.523984+00:00,40
843,Kachere Private Clinic,TX_CURR,FNP,All,2025-08-26 01:24:06.523984+00:00,270
843,Kachere Private Clinic,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.523984+00:00,28
843,Kachere Private Clinic,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.523984+00:00,56
843,Kachere Private Clinic,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.523984+00:00,29
843,Kachere Private Clinic,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.523984+00:00,8
843,Kachere Private Clinic,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.523984+00:00,5
843,Kachere Private Clinic,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.523984+00:00,21
843,Kachere Private Clinic,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.523984+00:00,61
843,Kachere Private Clinic,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.523984+00:00,6
843,Kachere Private Clinic,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.523984+00:00,45
843,Kachere Private Clinic,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.523984+00:00,9
843,Kachere Private Clinic,TX_CURR,Male,All,2025-08-26 01:24:06.523984+00:00,212
843,Kachere Private Clinic,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.523984+00:00,5
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
848,Central Health Clinic Area 47,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.526897+00:00,2
848,Central Health Clinic Area 47,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.526897+00:00,1
848,Central Health Clinic Area 47,TX_CURR,Male,All,2025-08-26 01:24:06.526897+00:00,2
848,Central Health Clinic Area 47,TX_CURR,FNP,All,2025-08-26 01:24:06.526897+00:00,1
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
8,Area 18 Urban Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.367781+00:00,12
8,Area 18 Urban Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.367781+00:00,388
8,Area 18 Urban Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.367781+00:00,161
8,Area 18 Urban Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.367781+00:00,17
8,Area 18 Urban Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.367781+00:00,50
8,Area 18 Urban Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.367781+00:00,16
8,Area 18 Urban Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.367781+00:00,356
8,Area 18 Urban Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.367781+00:00,3
8,Area 18 Urban Health Centre,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.367781+00:00,6
8,Area 18 Urban Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.367781+00:00,21
8,Area 18 Urban Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.367781+00:00,377
8,Area 18 Urban Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.367781+00:00,2948
8,Area 18 Urban Health Centre,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.367781+00:00,1
8,Area 18 Urban Health Centre,TX_CURR,Female,<1 years,2025-08-26 01:24:06.367781+00:00,2
8,Area 18 Urban Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.367781+00:00,1972
8,Area 18 Urban Health Centre,TX_CURR,Male,<1 years,2025-08-26 01:24:06.367781+00:00,3
8,Area 18 Urban Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.367781+00:00,269
8,Area 18 Urban Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.367781+00:00,41
8,Area 18 Urban Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.367781+00:00,55
8,Area 18 Urban Health Centre,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.367781+00:00,3
8,Area 18 Urban Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.367781+00:00,101
8,Area 18 Urban Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.367781+00:00,275
8,Area 18 Urban Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.367781+00:00,29
8,Area 18 Urban Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.367781+00:00,244
8,Area 18 Urban Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.367781+00:00,90
8,Area 18 Urban Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.367781+00:00,158
8,Area 18 Urban Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.367781+00:00,47
8,Area 18 Urban Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.367781+00:00,576
8,Area 18 Urban Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.367781+00:00,80
8,Area 18 Urban Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.367781+00:00,37
8,Area 18 Urban Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.367781+00:00,18
8,Area 18 Urban Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.367781+00:00,446
8,Area 18 Urban Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.367781+00:00,31
8,Area 18 Urban Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.367781+00:00,643
8,Area 18 Urban Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.367781+00:00,107
8,Area 18 Urban Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.367781+00:00,8
8,Area 18 Urban Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.367781+00:00,245
8,Area 18 Urban Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.367781+00:00,140
8,Area 18 Urban Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.367781+00:00,97
8,Area 18 Urban Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.367781+00:00,531
site_id,facility,indicator,sex,age_group,Date_Submitted,# of clients on <3 months of ARVs,# of clients on 3 - 5 months of ARVs,# of clients on >= 6 months of ARVs
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Male,45-49 years,2025-08-26 01:24:06.723883+00:00,0,1,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Female,30-34 years,2025-08-26 01:24:06.723883+00:00,1,0,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Male,55-59 years,2025-08-26 01:24:06.723883+00:00,0,2,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,FNP,All,2025-08-26 01:24:06.723883+00:00,2,4,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Female,45-49 years,2025-08-26 01:24:06.723883+00:00,0,1,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Male,50-54 years,2025-08-26 01:24:06.723883+00:00,0,2,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Female,35-39 years,2025-08-26 01:24:06.723883+00:00,1,0,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Female,15-19 years,2025-08-26 01:24:06.723883+00:00,0,2,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Male,40-44 years,2025-08-26 01:24:06.723883+00:00,0,1,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Female,50-54 years,2025-08-26 01:24:06.723883+00:00,0,1,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Male,All,2025-08-26 01:24:06.723883+00:00,0,7,0
1042,Kamuzu Academy Clinic,TX_CURR_MMD,Male,15-19 years,2025-08-26 01:24:06.723883+00:00,0,1,0
site_id,facility,indicator,sex,age_group,Date_Submitted,# of clients on <3 months of ARVs,# of clients on 3 - 5 months of ARVs,# of clients on >= 6 months of ARVs
